X397_Dendritic.cells	X261_NK.cells	X607_T.cells	X501_T.cells	X383_Dendritic.cells	X331_Dendritic.cells	X1396_T.cells	X1446_Dendritic.cells	X669_NK.cells	X1129_NK.cells	X766_T.cells	X685_NK.cells	X1433_NK.cells	X349_Dendritic.cells	X1438_NK.cells	X138_T.cells	X285_NK.cells	X297_NK.cells	X123_NK.cells	X380_Dendritic.cells	X128_T.cells	X279_NK.cells	X1239_Dendritic.cells	X698_NK.cells	X65_Dendritic.cells	X378_Dendritic.cells	X1313_Dendritic.cells	X730_NK.cells	X67_Dendritic.cells	X675_NK.cells	X1268_Dendritic.cells	X1481_NK.cells	X870_T.cells	X355_Dendritic.cells	X72_Dendritic.cells	X12_NK.cells	X719_NK.cells	X655_NK.cells	X723_NK.cells	X654_NK.cells	X1418_T.cells	X1412_T.cells	X691_NK.cells	X207_T.cells	X20_Dendritic.cells	X413_Dendritic.cells	X681_NK.cells	X251_NK.cells	X871_T.cells	X663_NK.cells	X1201_Dendritic.cells	X1262_Dendritic.cells	X468_Dendritic.cells	X217_T.cells	X1212_Dendritic.cells	X293_NK.cells	X411_Dendritic.cells	X593_T.cells	X426_Dendritic.cells	X347_Dendritic.cells	X283_NK.cells	X768_T.cells	X1217_Dendritic.cells	X632_T.cells	X455_Dendritic.cells	X439_Dendritic.cells	X456_Dendritic.cells	X263_NK.cells	X1296_Dendritic.cells	X412_Dendritic.cells	X1247_Dendritic.cells	X187_T.cells	X665_NK.cells	X306_NK.cells	X1228_Dendritic.cells	X1225_Dendritic.cells	X296_NK.cells	X294_NK.cells	X718_NK.cells	X373_Dendritic.cells	X613_NK.cells	X302_Dendritic.cells	X674_NK.cells	X850_T.cells	X422_Dendritic.cells	X736_NK.cells	X1216_Dendritic.cells	X1055_NK.cells	X474_Dendritic.cells	X1309_NK.cells	X386_Dendritic.cells	X1331_T.cells	X913_NK.cells	X1213_Dendritic.cells	X706_NK.cells	X679_NK.cells	X449_Dendritic.cells	X1379_T.cells	X1378_T.cells	X1303_Dendritic.cells	X245_Dendritic.cells	X1366_T.cells	X362_Dendritic.cells	X678_NK.cells	X1449_NK.cells	X312_NK.cells	X1435_Dendritic.cells	X1361_T.cells	X358_Dendritic.cells	X28_T.cells	X141_T.cells	X250_NK.cells	X227_NK.cells	X326_Dendritic.cells	X230_NK.cells	X1324_Dendritic.cells	X385_Dendritic.cells	X1437_NK.cells	X428_Dendritic.cells	X105_T.cells	X1223_Dendritic.cells	X838_T.cells	X695_NK.cells	X1436_Dendritic.cells	X1386_T.cells	X239_NK.cells	X391_Dendritic.cells	X13_Dendritic.cells	X368_NK.cells	X687_NK.cells	X708_NK.cells	X1329_T.cells	X260_NK.cells	X1248_Dendritic.cells	X275_NK.cells	X418_NK.cells	X595_T.cells	X811_T.cells	X1294_Dendritic.cells	X647_NK.cells	X605_T.cells	X1447_NK.cells	X337_NK.cells	X733_NK.cells	X661_NK.cells	X538_T.cells	X327_Dendritic.cells	X36_T.cells	X1320_Dendritic.cells	X216_T.cells	X82_Dendritic.cells	X1205_Dendritic.cells	X712_NK.cells	X357_Dendritic.cells	X1300_Dendritic.cells	X845_T.cells	X336_Dendritic.cells	X726_NK.cells	X1282_Dendritic.cells	X107_T.cells	X1066_NK.cells	X1226_Dendritic.cells	X22_NK.cells	X177_T.cells	X1348_T.cells	X206_T.cells	X237_NK.cells	X1221_Dendritic.cells	X495_T.cells	X701_NK.cells	X877_T.cells	X1417_T.cells	X1427_Dendritic.cells	X1288_Dendritic.cells	X1258_Dendritic.cells	X314_NK.cells	X690_NK.cells	X916_NK.cells	X328_Dendritic.cells	X91_Dendritic.cells	X725_NK.cells	X590_T.cells	X1439_NK.cells	X1469_NK.cells	X541_T.cells	X333_Dendritic.cells	X142_T.cells	X1424_T.cells	X648_NK.cells	X857_T.cells	X756_T.cells	X147_T.cells	X354_Dendritic.cells	X241_NK.cells	X752_T.cells	X259_NK.cells	X540_T.cells	X1002_NK.cells	X252_NK.cells	X266_NK.cells
LAMB1	0	0	0	0	0	0	0	0	0	0	0	0	4.09473858	0	0	0	0	0	0	0	0	0	0	0	5.652456538	0.962872335	4.424116116	0	0	6.70265342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.296981743	0	0	0	0	0	0	0	0	0	6.149489118	0	0	0	0	0	0	0	0	0	0	0	0	1.549948433	0	0	0	0	0	0	0	0	0	0	0	0	2.207410487	0	0	0	0	0	6.490827765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.677411017	0	0	0	0	0	0	0.872407932	0	0	0	0	3.191147824	0	0	0	4.83372074	0	0	0	0	0	0	0	0	0	0	0	3.299588725	0	0	0	3.851551938	0	0	0	0	0	0	0	0	0	0	0.959120528	0	0	0	0	0	0	0	0	0	0	0	1.579729194	0	0
EPHA1	5.963737334	2.779477076	0	0	3.979445374	0	0	5.995463599	0	0	3.831769798	0	0.640855437	4.016762734	6.368952343	6.379295631	0	0	0	5.495274068	6.206582127	0	4.276906864	0	6.778343716	4.259271465	3.749860574	0	2.915970524	0	3.984305672	6.524301052	0	4.638656142	0	4.923337678	0	3.403237877	0	0	0	8.030010474	0	0	5.704973078	2.292589078	8.220337144	0	4.725718264	0	0	0	3.584613446	0	0	0	4.514231121	5.645761202	3.987442064	4.331947569	3.885023909	5.078972125	5.682749249	0	0	4.794106204	1.590894026	0	4.542102379	0	1.582027546	0	1.06781168	0	5.147828888	3.058179123	0	0	0	0	0	0	0	0	5.856473532	0	0.558275988	5.160909154	0	3.697170473	5.325783906	8.727060948	4.240700364	3.89923856	0	0	0.894129855	0	5.263701519	3.877748648	0	0	2.885666511	0	0	4.913317606	4.301207711	5.521052764	0	0	1.528253896	0	0	6.04977979	0	4.71302284	4.754932464	6.780639732	5.646397046	0	5.11531319	0	0	4.410694357	0	0	6.550594592	2.820179676	2.013878329	0	1.778471271	0	0	3.134223766	0	0	3.649337375	0	1.881052053	5.990474734	6.331565741	4.296391679	4.83227559	0	0	4.129395584	6.271915865	4.616769762	4.104397905	0.78410921	5.223304115	7.297646771	4.832478332	0	3.480527652	4.860852767	0	0	0	0	0	3.771068482	0.627161129	0	0	0	6.190175502	5.472460712	4.551063452	0	4.634342706	3.778515917	0.807786416	4.677798652	4.083213863	0	0	0	4.532591023	6.50940323	0	5.437088148	0	0	0	6.783190936	4.521764503	0	2.868514874	4.878826791	5.115103421	0.977157401	4.697708827	0	0	0	0	0	0	5.477001056
ATP6AP2	9.878199685	0	0	9.399008693	0	1.852401738	9.795731883	9.948619589	10.91827164	0	0	10.39178913	8.454110714	8.011767246	8.782097889	9.621418294	9.380236954	0	10.317079	0	0	3.185136474	6.598039468	0	0	5.589042113	1.934858419	10.57061987	0	0	6.493179378	0	0	9.513230757	3.177906378	1.186446845	0	4.973039707	0	2.272696216	1.729732436	9.3980245	10.53091581	2.141759802	9.21947358	0	7.349357902	0	2.038493449	0	9.42724923	9.412442124	9.100033047	6.124726194	9.152336961	6.188994273	8.345656977	9.146164363	1.609260203	0	6.108766738	7.557685275	6.281470476	0	0	8.806039065	2.885087931	0	8.104621515	10.65052377	6.720104217	1.957676716	2.163387219	3.588084067	9.856934533	9.097247621	3.845159958	5.09352282	10.09574256	7.003318071	0	2.930883161	0	1.892020705	0	9.873717851	0	0	9.699160074	0	0	8.66231393	2.055680368	8.461006731	10.41227486	0	3.19769023	8.447059124	9.029709058	2.738133665	0	8.370473424	0	10.31555666	10.94956898	9.36607226	9.125737414	8.883077721	8.684183435	3.0101274	9.565342931	0	0	9.033482597	0	1.717165404	10.00602415	0	9.845951152	0	6.449387911	0	2.063017092	8.77724144	1.783882356	0	0	9.342503449	8.423757046	10.19312267	10.8219336	0	0	8.500492325	3.869755207	8.264003761	2.115082435	11.19875083	3.991480583	0	9.40789102	10.32037421	10.24955412	0	10.54963084	0	0	9.978411361	7.566452454	1.718885168	0	0	0	8.806194541	9.751689407	0	9.356698324	2.182431493	7.566508027	0	8.841758791	9.14839529	9.082112615	0	0	2.410038686	0	9.461075654	0	2.162805882	0	6.353475853	9.388914175	9.280376057	7.871894582	11.04931095	0	8.237896699	8.140357115	7.212672608	0	0	5.306513415	7.526243452	10.68594469	9.416650601	10.20873741	0	8.414131918	0	6.548276461	0	9.502017273	0	11.14373692	8.235608144	7.768218077	0	0	0
TIMP1	8.24087657	0	0	7.181873056	0	6.470115397	0	10.06566979	0	9.527751727	0	0	1.758617877	7.498347829	0	0	0	0	0	9.394975258	0	0	9.109460096	0	8.516782021	9.300222497	7.736856968	0	12.31328109	0	11.23438393	0	0	7.810090015	5.063040132	1.44007453	0	0	0	0	0	0	0	0	6.835161247	6.924787985	0	8.416904406	0	0	9.898244864	4.552656677	11.0749333	0	3.034893707	0	9.198517191	0	4.34189349	6.367701128	0	0	12.3146209	0	0	4.197449591	10.70873235	9.714642609	7.040890243	3.025540654	0	0	0	0	11.64840721	7.916152264	0	0	0	12.36613275	2.180206679	0	0	0	2.297031351	0	8.336462087	9.583765265	2.113729062	8.676602167	8.850455248	0	11.05336766	8.711388183	0	0	9.61483067	0	0	6.644097675	0	0	0	0	0	0	8.42305535	0	8.111185214	2.056069018	3.175019681	0	9.11089293	2.51441272	0	8.40493128	7.65988639	10.95017542	5.533981374	0	10.13498837	0	0	10.97911658	0	0	0	9.671819762	9.66265441	0	0	0	0	8.802851759	0	11.22124669	0	2.786009175	6.12156609	0	0	2.10837321	0	0	3.961165807	0	2.513923208	0	6.89938218	3.355105583	0	12.18634161	9.523638882	8.01146379	9.785207188	0	8.762250293	0	2.921580987	0	9.194212511	10.33588732	10.87726112	0	0	0	0	11.4508425	8.083955002	0	2.096699462	0	9.2346064	4.951978404	9.115275435	0	0	5.102745147	8.044045086	0	0	0	0	1.732327432	0	7.696018676	0	0	0	0	0	0	0	0	0	0	0	8.409307204	0	2.129008864
IL2RG	9.505799248	9.815720564	11.81825408	10.75785525	0	0	10.67954123	9.373192916	11.90975744	11.80079624	12.04438289	12.09533119	12.52549031	3.070181402	12.20776187	10.67151793	11.77005837	10.39794254	11.47636176	2.778281833	8.653596481	9.266890269	9.235347503	10.05635116	3.949721257	0	10.09926385	11.71598566	9.517756569	11.12432563	7.614935056	10.49689772	11.87201192	7.377808411	7.341962068	6.533713499	0	10.12165897	12.07166845	11.7175896	10.36222437	11.08502633	10.87744663	10.76933386	8.607452734	0	12.11588285	9.475681397	10.89080989	11.02806439	8.854611022	7.30062616	0	10.6724089	7.595880426	12.17040312	2.627372191	11.56234955	8.06237594	3.522288569	10.86095696	9.935104825	8.536750983	0	3.361199727	1.827486347	0	10.14118403	0	0	11.02204108	12.08478065	10.78548271	11.54901193	9.921211097	4.739232587	12.84220484	0	10.28508443	3.543115846	11.78954509	7.290878783	9.337221388	12.5840365	9.315656634	10.84941971	9.904118091	13.3011758	9.253590229	10.51132616	0	10.28083693	11.70833454	9.228195695	12.36353397	8.695628127	2.252216541	11.4527958	11.25041807	8.995157373	8.018235784	10.44328272	0	12.69647198	11.24873896	11.90584806	10.36256054	10.11442882	9.93250538	12.26924435	7.226122259	11.51390062	10.98535443	3.419229476	0	9.695271923	8.962942603	1.596495416	7.849132585	10.69439435	5.151543765	11.81793743	10.86316839	9.957512544	11.48516772	11.84097988	9.028231241	8.632733935	4.3912909	12.91031441	10.18980019	10.97601904	12.77693462	9.054940601	10.61535692	0	10.49585853	9.613896584	9.121366777	8.85164082	3.233162546	10.96646015	3.016073771	12.2561818	7.720440361	10.08518312	6.932763602	10.32214314	9.648661548	9.90963188	0	2.517832395	7.401111822	2.3776971	8.979234467	11.89993649	0	11.60057741	6.300162605	10.84440229	10.93087682	10.25438737	11.04001664	8.384983162	11.74961008	2.799168778	11.31147281	6.332264966	12.3321564	11.28999625	12.69530403	12.13540233	9.559536381	7.41331734	10.08013701	12.3150607	10.8926006	11.61007247	8.174008431	3.697276831	3.390206854	11.37769237	10.11779601	11.15956656	11.65895499	9.456585304	11.7820325	11.18232975	10.29746015	11.96029699	11.90982357	7.225354065	0	8.385862343	3.508273616	9.88718481	9.881277479	11.66420583	12.5948223	10.16291204
CXCR3	0	0	7.311813092	7.57352904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.04584632	0	0	0	0	7.686346929	0	0	0	0	7.579099461	7.845589133	0	0	1.29122506	0	0	0	0	8.673599215	6.963773372	0	9.584167008	0	0	2.919533465	0	9.841892061	0	0	0	0	0	0	3.073927311	1.644545335	0	0	0	0	10.29647352	7.368204253	9.465544502	0	0	0	0	0	0	0	0	0	0	0	4.908276757	0	0	0	0	0	0	0	0	0	0	7.390003435	1.873477767	0	7.929145668	0	10.57712597	0	0	0	0	0	9.782098845	8.872167964	5.981793008	0	0	0	0	0	0	0	9.53474507	9.532528577	0	0	0	0	0	0	0	0	0	0	2.78391483	0	0	0	10.05755997	9.591659744	0	0	0	0	8.487737486	0	8.133937923	0	5.593115844	0	0	0	0	0	0	0	0	0	2.028593594	0	7.084012908	0	1.37789529	0	0	0	0	0	0	0	10.94471784	0	0	6.772637574	9.574797697	0	0	2.78280592	3.596464057	8.947030877	2.55941097	0	0	7.652939264	0	9.199485694	9.154861315	6.8047381	0	0	0	0	2.046636015	0	0	0	0	0	0	0	0	10.55124048	9.447373503	0	7.795594847	2.333321546	5.63880614	0	0	0	8.984918747	2.294947243	0	0	0
IL13RA1	4.893060353	0	0	0	7.355622762	2.705854064	1.316629665	6.699441229	0	0	0	0	0	0	0	0	0	0	0	8.360343693	0	0	7.514960286	1.416555942	0	8.067894842	4.948095404	0	3.344932948	1.601388737	4.923122561	0	0	8.115718348	9.475928817	0	0	0	0	1.597934325	1.154073821	0	0	0	5.900103419	7.983317311	0	0	0	0	5.442635958	6.185627268	7.760792225	0	0	0	1.576846099	0	0	8.564463439	0	0	3.542720595	0	8.714711966	9.27128753	9.373361273	0	8.328921206	7.689273863	0	0	0	0	7.3900109	3.067528886	0	0	0	9.145148385	0	5.541071339	0	0	0	0	3.597729388	0	7.864436981	7.250456704	4.048851327	0	0	7.353099459	0	0	8.389746091	0	0	7.011359333	0	0	0	0	0	0	9.117495084	0	0	0	0	0	0	5.916858679	0	7.105933964	7.408335347	2.498360188	7.955674464	0	8.618481157	0	0	6.519651959	0	0	0	0.618922685	0	0	0	1.150437007	0	5.001056827	0	4.104971629	0	0	6.075858281	0	0	0	0	0	0	0	0	0	5.362941606	0	0	2.207998779	0	8.443554251	6.638972683	0	2.931117635	0	5.362996116	0	0	6.481005448	0	0	0	0	0	6.422737466	0	0	0	0	7.20137262	8.247113741	0.968216253	0	0	0	9.131065373	0	0	0	0	0	0	4.610115905	0	0	0	0	0	0	8.976431834	0	0	0	0	0	0	0
CD40LG	0	0	2.451370818	0	0	0	0	0	0	0	0	0	0	0	0	10.8102869	0	0	0	0	9.471306851	0	0	0	0	0	0	0	0	0	0	0	6.154680503	0	0	0	0	0	0	0	1.878971752	0	0	0	1.129761439	0	0	0	0	0	0	0	0	0	0	0	0	10.53525954	0	0	2.725948734	10.28529597	0	3.17612607	0	0	0	0	0	0	0	11.21174193	0	0	2.238256562	0	0	0	0	0	0	0	0	0	0	0	0	10.84049259	0	0	2.255891764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.626283411	0	0	11.46432362	0	0	0	0	0	0	0	0	0	0	6.304597811	0	0	0	0	0	1.740562525	0	0	0	0	0	0	0	0	2.278596583	0	0	0	0	0	0	0	0	0	2.338063923	1.394744218	0	1.867662528	0	0	0	0	0	0	0	0	0	9.801983778	0	0	0	9.846604531	0	10.85455392	0	0	7.242030181	2.327828787	0	0	0	0	0	0	0	0	0	0	0	10.46053599	0	1.584730724	7.728469944	0	0	0	0	2.125734081	0	10.40041273	0	0	0	0	0	0	0	0
PLXNB3	0	0	0	1.816755797	0.498914999	0	0.482646804	0	0	0	1.310878595	0	1.170679509	0.811502914	0	0.57596094	0	0	0	0	0.991178904	0	0.911815915	0	0	0	0	0	0	0	0	0	0	0.866280719	0	1.388875773	0	0	1.097434834	0	1.565316148	0.5257145	0	0	0.786144903	0	0	0	1.210660282	0	0.61040121	0	0	0.621656326	0	0	0.61212699	0	0	0	0	0.666354076	0.235665853	0	0	0	0	0	0	0.807216608	0	0	0.986247315	0	0	0.727601656	0.957898203	0	0.565696511	0	0	0	0	0	0	1.342648517	0	0	0	0.358288407	0	1.424322938	0.531154726	0	0	0.617571916	0.468976143	0	0	0.98219826	0	0	1.280774519	0	0	0	1.233042462	0	0	0	0	0	0	0	0	0	0.689132371	0	0	0	0	0	0	0	0	0	0	0.362375635	0	0	0	1.20182811	0	0.284005702	0	0	0	0	0.378703347	0	0	0	0	0	0	0.577470621	0.992212861	0	0	0	0	0	0	0.514305223	0	0	0	1.320028966	0	0	0	0.376243506	0	0	0.723464674	0	0	0.770733263	0	0	0.755379381	1.484257128	0	0	0	0	0	0	0	2.221891572	0.569441866	0	0	0	0	1.503789978	0	0.397622086	0	0	0	0	0	0	0	1.242495401	0	0	0	0
L1CAM	2.721072981	5.367772044	0	0	0.681687135	0	0	5.361140072	0	0	0	0	0	4.99583198	0	0	0	0	0	0	3.03926914	0	0	0	0	0	0	4.645910096	0	0	0	2.436097706	0	0	0	0	0	4.307423024	0	4.758240756	0	0	0	4.793293431	3.036003587	0	0.674863701	0	0	0	0	0	3.034529644	5.218160271	0	0	0	0.883347293	0	0	0	0	0	0	0	2.476079164	0	0	1.243324333	0	0	0	0	0	0	0	5.580380916	0	0	1.372916826	0	0	0	0	2.80891947	0	2.327171877	2.133594956	0	0	1.230461562	0	0	0.900923115	0	0	0	0	0	0	0	0	0	0	0	5.025245952	0.480176556	0	0	0	5.484123203	0	0	0	0	1.747406663	4.776523777	0	0	1.049327412	0	1.021913958	0	0	0	0	0	0.273487883	0.995575404	0	2.063503019	0	5.664043085	0	0	0	0	0	3.824292209	2.563728086	3.886626025	0	1.639437358	0	0	4.497537759	0	4.270551559	2.711760231	0	0	0	0	0	0	1.603759143	0	0	2.332678187	0	0	0.903973189	0	0	0	0	0	3.742893187	0	0	2.328775919	0	4.222994295	1.340439623	2.720170061	0	0.861509477	2.61356628	0	0	4.110444592	3.593891123	0	0	2.981637547	1.052134047	0	0	0	0	0	0.708055868	0	3.028411036	0	0	0	0	0	0
PLXNA3	0	0	3.05074331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.017919582	0	1.179058631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.239548883	0	6.312661224	0	0	0	0	0	0	0	0	0	0	0	0	5.658365795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.700761275	0	0	0	0.673805713	0	0	0	0	0	0	0	0	0	0	0	5.319947393	0	0	0	0	0	0	0	0	0	0	0	2.558407613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.350301365	0	0	0	0	0	0	0	0	0	0	0	6.517635732	0	0	7.142566137	4.552524292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458538651	0	2.470831975	0	0	0	0	0	0	0	0	0	0	0.494756847	0.582911175	0	0	0	0	0	7.63108937	0	0	0	0	0	0	0
LPL	0	0	0	0	7.631081806	0	0	0	0	0	0	0	0	8.801760535	0	0	0	0	0	0	0	0	0	0	0	0	0	1.614050482	0	0	0	0	0	6.265555646	0	0	0	0	0	0	0	0	0	0	0	1.459361572	0	0	0	0	0	0	7.697055879	0	0	3.070190147	0	0	1.110933362	1.654088396	0	0	0	0	5.541336242	8.143523106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.029046104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.690478839	0	0	3.262667083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.158845698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.012912716	0	0	1.470547562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.33906914	0	0	0	0	0	0	2.070086046	0	0	0	0	0	0	0
TNFRSF10B	6.23452722	1.755169236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.136385023	0	3.02725532	0	0	0	0	6.343178231	5.466898044	0	6.053235409	1.566969555	4.3126533	0	0	2.160618184	0	0	0	6.670606627	4.686950349	0	0	0	0	0	1.631468768	5.730990266	1.685067916	0	0	0	0	6.795230491	0	0	0	0	1.952389892	0	6.350448404	0	0	0	3.723170073	3.017532423	0	0	0	0	0	0	7.144712691	0	0	1.523927639	8.227645661	4.696721215	0	0	0	0	0	9.560477261	0	0	0	0	2.022100025	8.635681435	0	3.025788569	7.872822636	0	0	0	0	0	0	0	0	0	0	0	8.47396013	0	0	0	4.49282891	0	0	0	8.272904306	0	0	0	0	0	1.076160486	0	2.65565628	0	7.954969137	0	0	0	0	0	1.297824608	0	0	0	0	0	0	5.80077193	0	7.473344299	0	0	0	0	3.977024582	0	2.641240053	0	0	0	0	0	6.162079496	0	4.674689683	2.641442365	0	0	5.705288053	0	0	0	7.89380056	0	0	5.128462891	0	0	0	0	0	0	0	0	8.563788876	0	4.66198288	6.114821184	8.272450034	0	0	0	5.842257163	0	0	0	6.983042236	0	0	0	0	0	10.2898016	0	0	0	0	0	1.544620945	0	0	0	0	0
TNFRSF10D	0	0	0	0	4.213630063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69207626	0	0	0	0	0	0	0	0	0	0	0	7.154478771	0	0	0	0	0	0	0	0	0	6.12642788	0	3.161560382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09831628	0	0	6.6236974	6.731553287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.766620872	0	0	0	0	0	0	0	0	0	0	0	4.658995312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.37258951	0	0	5.224778319	0	0	0	0	1.302562227	0	0	1.180110795	0	0	0	0	0	0	0	0	1.299668277	0	0	0	0	0	0	0	0	0	0	0	1.548580566	0	0	0	0	0	0	0	7.906169943	0	0	0	0	0	0	0	0	0
TNFRSF10A	0	0	5.430685876	5.785996951	0	0	0	0	0	9.667819556	0	0	0	0	0	0	0	0	0	0	1.642123254	0	0	0	6.098485666	0	0	0	0	0	0	0	0	7.850133348	5.13404004	0	0	0	0	0	0	0	0	0	0	3.998814383	0	0	0	0	0	0	1.392667364	0	0	0	1.709237469	0	0	0	0	4.96605751	1.716493945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.173585096	0	0	0	0	0	0	0	0	2.309001123	0	0	0	0	0	0	0	0	0	0	0	0	2.341479989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.193334289	7.008504819	0	0	0	0	0	3.305518835	0	0	0	0	0	0	0	0	0	9.57986239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.431961029	0	0	0	5.358604348	0	0	0	0	0	0	0	0	3.714907675	1.523635077	0	9.262567141	0	0	0	0	0	0	0	0	3.522796721	0	0	0	0	0	2.869443055	0	0	0	0	9.329779584	1.516690644	0	0	0	0	0	4.600328873	0	0
ADAM28	8.897100729	0	0	0	9.832843649	1.424237868	0	2.021659581	0	4.645948806	0	0	1.717838977	6.058000733	1.464270249	0	0	0	0	9.729776935	0	0	6.669619112	1.601827593	0	8.315007325	8.81021973	0	2.9450035	0	7.159753311	3.350925046	0	5.340882505	7.889916928	0	0	0	0	0	0	1.590332904	0	0	5.645254194	9.862385212	6.721273136	0	0	0	8.875343031	9.864993419	0	0	0	0	0	0	8.811701562	0	0	0	2.905744687	0	0	7.908070633	0	0	5.195985903	11.33533683	1.014578736	0	1.697719988	1.75277544	0	7.308520664	0	0	0	0	0	9.410144413	0	0	10.09924397	2.174290762	7.746465069	0	2.886128964	0	5.565076905	0	0	0	0	5.138242014	0	0	1.32293619	3.253167433	2.032567184	0	0	0	0	6.438339731	8.246723727	0	0	0	0	4.734293716	0	0	0	0	0	0.959694728	6.051153	0	8.096347457	1.385380053	0	7.720293481	0	0	8.873800632	0.725184526	0	0	0	1.314456264	3.071428574	2.316482384	9.137145691	0	0	0	8.398417516	0	0	0	0	0	0	0	3.329212077	0	7.340440609	0	0	0	0	6.570568481	1.892617947	0	0	0	8.947469113	0	0	6.463256841	0	0	1.315766133	0	0	2.080747672	0	0	0	0	8.331230963	9.377314033	0	0	1.830347208	0	9.373065518	0	0	0	0	0	0	0	0	0	0	0	1.72090234	0	5.484625984	0	0	9.889950173	0	10.86295409	0	0
FGFR1	0	0	0	2.980001023	0	0	0	0	0	0	0	0	0	1.537724081	0	0	3.933804471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.051194533	0	0	0	0	0.96917047	0	0	4.388831136	0	0	2.32705738	0	0	0	0	0	0	0	0	0	0	0	5.168850508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.129813801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.969264153	0	0	0	0	0	1.245385205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.824734287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.230674028	0	0	0	0	0	0	0	0	0	0	0
ADAM9	0	0	0	0	6.449279235	0	0	0	0	0	0	0	0	2.709105774	0	0	0	0	0	9.223243585	0	0	0	0	4.809877475	0	0	0	0	0	0	0	0	2.466776452	8.139380791	0	0	0	0	0	0	0	0	0	1.644286425	0	0	0	0	0	0	0	4.251674266	0	6.908665163	0	5.000827646	0	0	0	0	0	6.257492642	0	7.558434738	0	0	0	5.546763526	0	0	0	0	0	7.817143413	0	0	0	0	2.804011287	0	7.539216433	0	0	0	0	0	0	0	0	5.376376962	0	0	0	0	0	5.12170585	2.969604696	0	0	0	0	0	0	0	0	0	0	4.619143097	0	0	0	0	0	0	4.624135497	0	0	0	0	5.314432723	0	0	5.899841627	0	0	0	6.702783231	0	0	0	0	0	2.719522517	0	0	0	0	0	0	0	0	3.163750119	0	0	0	0	0	1.180271281	0	4.38479155	0	0	0	0	0	0	0	0	0	0	0	0.921222199	0	0	0	0	1.1985576	0	0	0	0	0	5.725233382	5.331556185	0	0	0	0	0	0	0	0	0	0	4.804095087	6.70413289	0	0	0	0	0	0	0	0	0	0	0	0	0
